فرحين ومن أجل هذا~78#1878#19#51
فقد أسكنه الفقر لما~87#3697#160#184
فقد أشبه الأخ الصالح~87#3895#240#382
فقد أشرحت لك أمري~80#1895#178#20
فقد أشرفت على أشدك~86#3068#67#214
فقد أشرك إذ لو~90#4023#70#29
فقد أشرك به إذ~82#2400#285#35
فقد أشرك في الصفات~87#3658#279#145
فقد أشرك في عبادته~41#1005#92#94
فقد أشركت بي أنا~86#3001#92#147
فقد أشركت بي وإذا~86#3001#85#147
فقد أصاب حظه من~82#2004#191#91
فقد أصابقال الشقيق البلخي~82#2539#64#174
فقد أضر بي الفقر~87#3837#46#324
فقد أضر بي القلق~87#3613#134#100
فقد أطاع الله *~82#2206#249#293
فقد أطاع الله *قال~82#2067#147#154
فقد أطاع الله النساء~87#3229#308#163,87#3650#367#137
فقد أطاع الله تعالى~87#3974#179#461
فقد أطاع الله في~82#2067#176#154
فقد أطاع الله قال~30#365#186#25
فقد أطاع الله لأنه~30#361#74#21
فقد أطاعك من أرضاك~40#905#20#101
فقد أطاعه في العمل~37#566#30#175
فقد أطاق الحج فنحن~30#350#295#10
فقد أطعمكم الله فذبحناه~90#4535#69#550
فقد أطلعت فجرك وقرب~86#3068#194#214
فقد أطلق أسرك وفتحت~86#3070#94#216
فقد أطلقكوبهذا الإسناد قال~41#1087#130#176
فقد أظهر الأمر واستأثر~87#3519#87#6
فقد أظهر الكبروسمعت محمد~41#1021#177#110
فقد أظهر الكبروقال مذ~90#4070#67#76
فقد أظهر جهلهقال وقال~41#1252#159#341
فقد أظهر حب الدنياسمعت~41#1000#92#89
فقد أظهر خسارتهقال وسمعت~41#1236#58#325
فقد أظهر خسارتهوقال بعضهم~82#2732#154#367
فقد أظهر خسته وأبدى~41#1227#87#316
فقد أظهر رعونتهآخره والحمد~41#1335#19#425
فقد أظهر رقم شقاوته~90#4564#179#579
فقد أظهر كبرهوقيل في~82#2234#185#321
فقد أظهر كرم طبعهقال~82#2301#95#388
فقد أظهره ومن أظهر~87#3804#361#291
فقد أظهرها حدثونا عن~87#3999#256#486
فقد أعانه على شركه~87#3854#263#341
فقد أعرض عن الله~82#2230#250#317
فقد أعطاه تعالى ثلاثا~87#3640#282#127
فقد أعطاه ما يظنه~87#3425#304#359
فقد أعطى أفضل الأرزاقوقال~82#2366#250#453
فقد أعطى المنشور ومن~90#4360#43#375
فقد أعطى نصف ماله~25#256#91#31
فقد أعطي حقيقة الزهد~87#3511#52#445
فقد أعطي خير الدنيا~42#1341#160#6,90#4220#46#226
فقد أعلم أن الإيمان~83#2831#124#60
فقد أعلم أن الثوب~30#350#247#10
فقد أغتبته وكشف لي~90#4287#60#293
فقد أفاق الشلبي من~90#4168#16#174
فقد أفسده وقال بعض~87#3358#223#292
فقد أفلح وأنجح ومن~41#1186#59#275
فقد أقام الإيمان وفرغ~87#3578#402#65
فقد أقام الدين وفرغ~87#3517#77#4
فقد أقدم على مولاه~85#2965#112#111
فقد أقسم الله عز~87#3106#430#40
فقد أقيم مقام أهل~87#3570#253#57
فقد أكثر وأحسن فإن~87#3106#81#40
فقد أكثر وأطابوقد روي~87#3188#433#122
فقد أكرمه بنور التأييد~82#2305#19#392
فقد أكملت الضيافة ودعا~87#3814#366#301
فقد ألقيت الأزمة وقدم~86#3069#194#215
فقد ألهاه ذلك عما~87#3605#323#92
فقد ألهاه عن ذكر~83#2814#147#43
فقد أماتوا أنفسهم بحب~38#678#19#155
فقد أمر الله بذلك~87#3957#267#444
فقد أمر النبي صلى~87#3956#12#443
فقد أمر بالمنكر ونهى~87#3375#381#309
فقد أمر بذلك في~87#3414#338#348
فقد أمر بذلك ويحتسب~87#3924#218#411
فقد أمر يحب وجوده~41#972#56#61
فقد أمرهم ولم يقل~87#3328#212#262
فقد أمن من عرفه~3#97#78#222
فقد أمننا منها عدلك~90#4309#206#315
فقد أنزلت المائدة ونبعت~86#3070#68#216
فقد أنشدت لبعضهم في~87#3751#374#238
فقد أنكرنا على تسعين~87#3614#152#101
فقد أهلك نفسه تبرأ~82#2288#179#375
فقد أهلك نفسه ومن~82#2288#173#375
فقد أهلكها وكيف يصح~90#4278#14#284
فقد أهلكهاقال بعضهم لا~82#2256#182#343
فقد أوتي أعظم المقامات~82#2709#219#344
فقد أوتي خير الدنيا~43#1395#46#83
فقد أوتي خيرا كثيرا~82#1993#108#80,87#3209#398#143,87#3321#242#255,87#3471#323#405
فقد أوتي خيرا كثيراالحكمة~91#4646#12#78
فقد أوتي مثل ما~87#3635#419#122
فقد أوثقك ومن جفاك~41#1087#126#176
فقد أوجبت لك النار~87#3438#118#372
فقد أوصلها إلينا فضلكوأما~90#4309#201#315
فقد أوقفتك على وجه~7#123#30#12
فقد أوقفتك وثب إلى~86#3068#22#214
فقد ابتدأ شبعه فإن~87#3793#303#280
فقد ابتداك تعظيم النعم~82#1966#167#53
فقد ابتدعت وخالفت النبي~31#376#178#36
فقد ابنه وقال يا~82#1980#170#67
فقد اتبع ما أنزل~87#3099#108#33
فقد اتبعه وقد أحب~87#3652#251#139
فقد اتبعه ومن أحب~82#2288#144#375
فقد اتبعه ومن خالف~82#2288#149#375
فقد اتخذ عدو الله~82#2688#48#323
فقد اتخذتك حبيبا وعزتي~82#2788#23#423
فقد اتخذتهم أربابا من~41#977#49#66
فقد اتهمتنا وإن سألتنا~90#4411#238#426
فقد احتاج الفسطاط إليهما~87#3730#214#217
فقد احتجب عن الوصف~39#715#168#34
فقد احتظر له بحظار~87#3916#14#403
فقد اخبر أنه يخاف~46#1490#25#62
فقد اخبر ان الترك~60#1665#141#463
فقد اختار الرغبة على~87#3840#196#327
فقد اختبر بذلك فعليه~87#3686#42#173
فقد اختلف حكمها فما~32#397#119#133
فقد اختلف قول العارفين~87#3373#268#307
فقد اختلفوا فيه فصرفوا~87#3183#74#117
فقد اخطأ في اعتقاده~67#1771#79#37
فقد ادعى أنه من~1#12#65#92
فقد ادعى علم رب~30#362#209#22
فقد استبرأ لدينه أي~87#3989#261#476
فقد استبرأ لدينه وعرضه~87#3988#72#475
فقد استبرأ لعرضه وقال~25#247#113#22
فقد استجبت لهأخبرنا أبو~90#4408#113#423
فقد استحال أو استحال~32#392#75#128
فقد استحال وهذا الدليل~32#392#127#128
فقد استحق أن لا~87#3191#355#125
فقد استحق درجات أهل~87#3440#368#374
فقد استحق طريقة الجاهلين~37#576#156#185
فقد استحق من الله~46#1485#242#57
فقد استحكم اموره كلها~37#510#50#119
فقد استحل محاربتي وما~90#4401#75#416
فقد استحيا من الله~90#4352#164#367
فقد استخف بما أنزل~87#3418#110#352
فقد استخلفه على رؤيته~85#2863#122#9
فقد استخلفه على علمه~85#2863#113#9
فقد استدرك والذي أدرك~87#3335#33#269
فقد استدعى الفتنة وتعرض~90#4495#28#510
فقد استرقك بالشك سمعت~40#920#59#116
فقد استرقني فأما الخضاب~87#3758#325#245
فقد استغرقه وجوب ما~87#3585#254#72,87#3585#472#72
فقد استغفر إبراهيم لأبيه~87#3169#302#103
فقد استقصى في طلب~87#3961#249#448
فقد استكمل إيمانه من~87#3205#65#139
فقد استكمل الفضل بفضل~87#3094#479#28
فقد استكمل الفضل والمداومة~87#3083#163#17
فقد استكمل الفضل وكتب~87#3105#339#39,87#3105#449#39
فقد استمسك بالعروة الوثقى~82#1990#79#77,82#2498#189#133
فقد استمكن من الإخلاص~41#943#17#32
فقد استمكن من بساط~41#943#7#32
فقد استنار بنور الحكمةوبه~41#989#164#78
فقد استهزأ بآيات الله~87#3418#102#352
فقد استهزأ بالقرآن قال~82#2683#124#318
فقد استوعب جميع الروايات~87#3192#217#126
فقد استولت على قسمي~64#1736#148#191
فقد اسقط عن باطنه~82#2062#215#149
فقد اشار إلى العلم~35#419#42#214
فقد اشار إلى معروفين~35#419#14#214
فقد اشتراها واعلم أن~87#3605#51#92
فقد اشتراها ولكل داء~87#3605#85#92
فقد اشترط ترك الكلام~87#3098#4#32
فقد اشرف على هلاك~41#1186#72#275
فقد اشرك في قتلها~82#2426#127#61
فقد اصطفاه من بين~41#1048#13#137
فقد اصطفيتك بنفسي يا~86#3036#49#182
فقد اظهر بخله لأنه~82#2678#8#313
فقد اظهر نذالته وأنبأ~82#2489#217#124
فقد اظهرت بهذا القول~67#1760#22#26
فقد اعتدل شبعه وأكله~87#3240#569#174
فقد اعتذر ثم مات~40#897#47#93
فقد اعترف من هو~60#1675#200#473
فقد اعتزل هذا التصرف~87#3993#336#480
فقد اعتصمت به دوني~86#3052#5#198
فقد اعتقناك من بساط~82#2772#176#407
فقد اعتل فعليه أن~87#3178#279#112
فقد اعتمد على الضار~82#2384#123#19
فقد اعرض عن طريقة~82#2580#233#215
فقد اعطيت كل خلق~2#33#15#31
فقد اغتابه فلو لم~87#3242#244#176
فقد اغتابهوفي حديث أبان~87#3242#156#176
فقد افترض ذلك وقلة~87#3748#246#235
فقد افترى على الله~87#3588#46#75,87#3588#399#75
فقد افترى قال الله~82#2122#97#209
فقد افرد التوحيدقوله تعالى~82#2744#82#379
فقد افلحت وافلحت حجتك~2#58#38#56
فقد اقر بان العارف~35#419#84#214
فقد اقنعني ولا كنس~80#1900#157#25
فقد اكتفى بالصنع دون~35#419#22#214
فقد الأدب فارجع بالذم~38#637#6#102
فقد الأسباب فضعف قلبه~87#3538#309#25
فقد الأسباب ومن هاهنا~38#689#35#171
فقد الاحباب الإشارات وإشارات~59#1638#40#36
فقد البكاء وليخش كيف~87#3153#386#87
فقد الحسن عامر بن~87#3327#48#261
فقد الخلق لفعل الإحسان~82#2671#109#306
فقد الخوف فخرب وأظلم~37#442#119#50
فقد الشوق والأنس فليعلم~41#1144#59#233
فقد الشيء على قدر~87#3567#365#54,87#3567#899#54
فقد الشيء والسرور من~41#1195#7#284
فقد العالمون وعدم المريدون~87#3718#25#205
فقد الكفاية وافة التوكل~55#1558#76#136
فقد الكون ظهوره وظهوره~82#2105#98#192
فقد المتقون وقل الخائفون~87#3316#164#250
فقد اليقين فقد فوائد~82#2711#116#346
فقد انتصر وأكثر بعضهم~87#3569#169#56
فقد انتفت عن الانسان~67#1762#22#28
فقد انتقل من درجة~82#2292#218#379,90#4317#28#323
فقد انتهت الموعظة* *~82#2779#111#414
فقد انتهت النوبة إليك~90#4522#121#537
فقد انحططت عن مرتبة~87#3337#259#271
فقد انزل نفسه منزلة~37#576#134#185
فقد انسلخ منك الإيمان~87#3590#159#77
فقد انطوى عنى في~7#120#240#9
فقد انقضت أوراد الليل~87#3108#410#42
فقد انيت في هـدا~69#1796#91#11
فقد اهتدى والشره المكابدة~87#3922#303#409
فقد اهلكهم طلب الإكثار~60#1667#232#465
فقد اوحى لك فاتهمه~2#65#44#63
فقد اوقعت نفسك في~2#46#66#44
فقد ايدناك ممن يتبعك~82#2720#38#355
فقد باء بغضب من~46#1488#4#60
فقد بارزني بالمحاربة الصحبة~40#922#49#118
فقد بارزني بالمحاربة وأنا~87#3425#78#359
فقد بارزني بالمحاربة, وما~90#4469#144#484
فقد بالغ ثم يأخذ~87#3662#296#149
فقد بان أن لا~67#1761#143#27
فقد بان أن هذه~70#1809#156#56
فقد بان ان البرهان~47#1509#71#179
فقد بان ببيان ذلك~70#1812#34#59
فقد بان بما قلناه~69#1798#53#13
فقد بان صحتها واضطر~64#1738#116#193
فقد بان وجوب التكثير~67#1772#39#38
فقد بانت شواهد المقبولين~41#1145#59#234,82#2776#281#411
فقد باين الأشياء هويتهلا~39#716#10#35
فقد بخسهم حقهم ولم~87#3333#333#267
فقد بخل لأنه قصر~82#2195#71#282
فقد بدل نعمتي يا~86#3044#71#190
فقد بدلها كفرا كما~87#3386#238#320
فقد بذل المجهود في~25#284#18#59
فقد برئ من الجبر~82#1951#5#38
فقد برئ من ظلمهقوله~82#1972#164#59
فقد برئت منهم الذمة~87#3860#17#347
فقد بطل أن بكون~71#1826#128#135
فقد بطل أن تكون~71#1824#64#133
فقد بطل ما رام~70#1819#146#66
فقد بطل معنى التجزؤ~70#1813#11#60
فقد بطل وخابت رحلتهقوله~82#2022#36#109
فقد بعضها لم يجد~87#3892#384#379
فقد بغضوا إلي الجلوس~87#3351#56#285
فقد بقي اذا ان~71#1826#110#135
فقد بقي الجسم زمانا~32#392#58#128
فقد بقي عليه بقية~44#1434#121#38
فقد بقي لأن يكون~69#1794#2#9
فقد بقيت للظاهر عليك~85#2920#70#66
فقد بلغ الغاية في~32#385#54#121
فقد بلغ حد الرضا~87#3585#126#72
فقد بلغ حد الرضى،~44#1431#0#35
فقد بلغ حد الزهد~87#3585#115#72
فقد بلغ حد الزهد،~44#1431#12#35
فقد بلغ حد الكمال~82#2126#46#213
فقد بلغ حد الورع~87#3585#106#72
فقد بلغ حد الورعقال~44#1431#24#35
فقد بلغت البيت فلا~77#1866#209#57
فقد بلغنا أنه رحمه~87#3914#320#401
فقد بيقي علينا ان~70#1810#131#57
فقد تأدبوا بهذا الخطاب~87#3572#213#59
فقد تابع الشبع وتحقق~87#3795#368#282
فقد تبت عليك وأنا~87#3620#82#107
فقد تبتل عن الشواهد~82#2612#267#247
فقد تبقى اللوامع وقتين~90#4180#134#186
فقد تبين أمنهما فمهما~39#759#94#78
فقد تبين أن الانجيل~65#1747#113#169
فقد تبين أن الروح~57#1604#66#175
فقد تبين بهذا القول~70#1807#10#54
فقد تحرم بأعظم حرمة~82#2384#245#19
فقد تحقق بالتوحيد وكمل~87#3565#27#52
فقد تحقق بالعبودية وأوصاف~87#3505#252#439
فقد تحقق بوصف العبودية~87#3840#117#327
فقد تحمر في دعواه~39#826#28#147
فقد تخفي دقائقها وتدق~87#3541#268#28,87#3541#670#28
فقد تداركها الله تعالى~87#3384#329#318
فقد تدنس بذلك الفرح~83#2847#24#76
فقد ترك الإخلاص في~87#3853#78#340
فقد ترك الجواب ذخيرة~41#1115#104#204
فقد ترك الطريقة المستقيمةوقال~82#2039#152#126
فقد ترك حرمة ذلك~82#2539#159#174
فقد ترك معاونته على~87#3826#360#313
فقد ترك نصيحتهم ولا~84#2852#392#5
فقد ترك نفسه فأقل~87#3603#207#90
فقد تزوج رسول الله~87#3927#115#414
فقد تصفح عن الجهال~82#2584#166#219
فقد تعجبت من كثرة~90#4255#142#261
فقد تعدى حدود الله~87#3225#104#159
فقد تعرض لبغض الله~87#3472#139#406
فقد تعرضت للمقت واستوجبت~87#3211#185#145
فقد تعطل عندي حكم~41#1278#39#367
فقد تعطل من الزينةوذكر~82#2569#27#204
فقد تعلق بعمود الإخلاص~41#941#87#30
فقد تعين فرض الزهد~87#3512#23#446
فقد تغير علي بطني~46#1503#281#75
فقد تفضل عليهم وبمعناه~87#3878#313#365
فقد تفضلت علينا بالدنيا~87#3494#22#428
فقد تقدم المكان وجوده,~90#4016#112#22
فقد تقدم المكان وجودهوإن~39#716#3#35
فقد تقدمت الدعوة إلى~70#1810#8#57
فقد تقرر عندهم أن~87#3770#4#257
فقد تكلموا في المعرفة~90#4464#47#479
فقد تكون صحراء فيها~32#396#206#132
فقد تم أنسه به~87#3898#95#385,87#3898#124#385
فقد تم الشكر للإسلامقال~82#2254#0#341
فقد تم بحمده تعالى~87#4001#71#488
فقد تم به البشرى~82#2233#219#320
فقد تمم الفرض وأحسن~87#3201#217#135
فقد تهاونت بالدين ونبذت~87#4000#104#487
فقد توجد ادلة كثيرة~56#1592#213#95
فقد توجد هذه المعاني~87#3936#92#423
فقد تولاه ومن خالف~82#2288#155#375
فقد تولى الشيطان ومن~82#2288#137#375
فقد ثبت أن الخالق~56#1597#155#100
فقد ثبت أن يسوع~57#1602#55#173
فقد ثبت المقابل له~71#1835#184#144
فقد ثبت ببطلانه الاختلاف~71#1834#141#143
فقد ثبت بنص الكتاب~87#3741#236#228
فقد ثلم دينه وقطع~87#3927#444#414
فقد جئت الآن لماعلمت~87#3824#269#311
فقد جاء بأشد اليقين~87#3117#231#51
فقد جاء ذلك في~87#3106#306#40,87#3857#111#344
فقد جاء ذلك وليقل~87#3145#7#79
فقد جاء فضل ذلك~87#3102#209#36
فقد جاء في الأثر~87#3691#121#178,87#3857#257#344,87#3897#280#384
فقد جاء في الخبر~87#3158#350#92
فقد جاء في العلم~87#3099#263#33,87#3869#440#356
فقد جاء في بعضها~87#3778#94#265
فقد جاء في تفسير~87#3690#326#177
فقد جاء في فضل~87#3827#55#314
فقد جاءت هذه الألفاظ~87#3897#304#384
فقد جاءك بلا تكلف~87#3852#318#339
فقد جاءك حجابي الذي~85#2941#120#87
فقد جاءك لسان من~85#2961#135#107
فقد جاذب القبضة وأوهن~39#727#103#46
فقد جار عليه لأنه~90#4567#137#582
فقد جارب القبضة وأوهن~82#2107#53#194
فقد جاز ما دونه~82#2527#69#162
فقد جاوز المحبوب مقام~87#3621#300#108
فقد جحد الضرورة ويقال~32#384#142#120
فقد جحد النعمةقوله تعالى~82#2566#67#201
فقد جحد نعم الله~82#2604#194#239
فقد جحدوك وقال لي~85#2948#75#94
فقد جعل الله الصابرين~87#3392#411#326
فقد جعل الله هذه~90#4010#40#15
فقد جعل المعاصي والمخالفات~87#3592#241#79
فقد جعل ربه أهون~82#2601#228#236
فقد جعل للشيطان عليه~82#2288#160#375
فقد جعل لنفسه ولفعله~41#1179#131#268
فقد جعل وجوده اعظم~35#420#22#215
فقد جعلت المصيبة أثر~86#3070#163#216
فقد جعلت لك العافية~86#3004#39#150
فقد جعلنا فقلت إلهي~90#4522#90#537
فقد جعلها منقادة إلى~70#1811#73#58
فقد جفاني غاية الجفاءسمعت~82#2234#163#321
فقد جلت المحبة أن~87#3625#45#112
فقد جمع التوكل المقامين~87#3524#198#11
فقد جمع الروايتين واستوعب~87#3144#240#78
فقد جمع الفرض والفضل~87#3701#154#188
فقد جمع لهم الطيبات~87#3815#110#302
فقد جمعت لك التوراة~38#696#81#180
فقد جمعن لك خير~87#3086#346#20
فقد جهل تلك النعمة~87#3570#319#57
فقد جهل هذا اليوم~87#3344#173#278
فقد جوزتك عنها وعما~85#2881#23#27
فقد جوزتك كلما أظهرته~85#2878#110#24
فقد حال الفتح من~82#2790#27#425
فقد حال الفناء هنالك~87#3465#312#399
فقد حان وقت إسلامك~90#4381#221#396
فقد حبط عمله *~82#2084#47#171
فقد حبط عمله والأخرى~30#366#235#26
فقد حث امته فقال~60#1679#71#477
فقد حجب عن رؤيته~82#2656#237#291
فقد حجبتك حجابا لا~86#3035#37#181
فقد حجبتك وإذا رأيتني~86#3046#81#192
فقد حدثنا بعض إخواننا~87#3850#281#337
فقد حرم الله عليه~87#3249#380#183
فقد حرم المدعي لذلك~87#3501#15#435
فقد حرمه وقيل هو~87#3697#46#184
فقد حزنه سنين وفي~90#4261#122#267
فقد حس الأشياء من~25#319#39#94,90#4023#173#29
فقد حسن ذلك ومنه~87#3748#254#235
فقد حصل البذل من~87#3827#82#314
فقد حصل لك علم~87#3270#229#204
فقد حصل للزاهدأجران بصبره~87#3469#159#403
فقد حصل له الفضل~87#3148#80#82
فقد حصلت في الواد~82#2350#11#437
فقد حصلت في هذا~82#2350#36#437
فقد حصلوا متفاوتين في~87#3271#228#205
فقد حقت عليه كلمة~86#3024#38#170
فقد حكي عن عدد~87#3793#54#280
فقد حلت له وإن~87#3996#35#483
فقد حمده لأن الحمد~82#1946#256#33
فقد حمل أمانتي فإن~86#3032#6#178
فقد حمل شرا كثيرا~87#3592#291#79
فقد حي بشاهده وجعل~41#1137#53#226
فقد خاب من فعل~82#2091#149#178
فقد خاب وخسر وحرم~82#2401#135#36
فقد خالف الأمة وعصى~87#3192#72#126
فقد خالف السنة وطعن~28#340#50#37
فقد خالف قلبك قلبومن~40#920#4#116
فقد خالف موضوعه مثله~32#385#174#121
فقد خالفت حكم ما~32#386#77#122
فقد خان الله إن~87#3371#391#305
فقد خانه في حق~90#4560#17#575
فقد ختم له بحسن~87#3368#217#302
فقد خرج عن أن~34#408#7#101
فقد خرج من حد~82#2508#209#143
فقد خرج من حده~87#3462#282#396
فقد خرج من قسمة~41#1057#103#146
فقد خرجت إلى الأرض~85#2898#161#44
فقد خرجت الساعة من~90#4515#185#530
فقد خرجت من ظلمات~38#593#21#38
فقد خسر خسرانا مبينا~87#3951#141#438
فقد خصصت به محمدا~87#3622#9#109
فقد خفيت عنه هذه~1#11#49#91
فقد خلت معدته من~87#3791#18#278
فقد خلصه من الظلموقال~82#2457#47#92
فقد دخل تحت خطاب~82#2609#57#244
فقد دخل في أهل~87#3140#385#74
فقد دخل في باب~82#2724#23#359
فقد دخل في تسمية~60#1650#128#448
فقد دخل في ديوان~82#2421#276#56
فقد دخل في ميدان~82#2696#181#331
فقد دخل فيه وصف~87#3466#318#400
فقد دخل كل شيء~87#3288#147#222
فقد دخل وقت العصر~87#3113#130#47
فقد دخلت الأموال في~87#3605#13#92
فقد دخلت التوبات في~87#3389#411#323
فقد دخلوا تحت حكمين~87#3262#361#196
فقد دعت الضرورة الى~67#1782#20#48
فقد دل أن الأقراء~87#3938#278#425
فقد دل ذلك وغيره~56#1591#160#94
فقد ذكر الله جل~87#3475#129#409
فقد ذكر المنة وإن~83#2815#181#44
فقد ذكرت اللهوقال النبى~39#785#6#104
فقد ذكرت من نفسك~87#3924#139#411
فقد ذكرنا بعض صفات~25#290#0#65
فقد ذكرنا جملة وهذا~87#3957#250#444
فقد ذكرناهما في أول~87#3195#35#129
فقد ذل في عزهوبهذا~41#1158#9#247
فقد ذلك بأحد شيئين~87#3178#375#112
فقد ذلك في ذهاب~87#3555#312#42
فقد ذلك ويخافون عدمه~87#3316#132#250
فقد ذهب إلى أن~87#3511#277#445
فقد ذهب النصح قال~87#3953#167#440
فقد ذهب وقت الأداء~87#3110#94#44,87#3110#147#44
فقد ذهب وقت قضائهما~87#3110#179#44
فقد ذهبت زينتهاقوله تعالى~82#2409#48#44
فقد رآني فإن الشيطان~90#4544#206#559
فقد رآه مرتكبا على~81#1907#25#9
فقد رأيت أن أضيف~69#1802#26#17
فقد رأيت أولادي الغرقى~80#1896#206#21
فقد رأيت الأبد ولا~85#2957#67#103
فقد رأيت الأنصار يتمنون~87#3552#187#39
فقد رأيت البازي كيف~83#2846#47#75
فقد رأيت صفة من~86#3062#118#208
فقد رأيتم أربعين بدلا~87#3626#168#113
فقد رأيتني وأنا النصوح~86#3013#36#159
فقد رأيتني يا عبد~86#3046#88#192
فقد رؤية المنة واللطف~83#2815#191#44
فقد راسل الله عز~90#4412#22#427
فقد راى ان ملكا~37#584#80#193
فقد رايت شيوخا من~67#1767#79#33
فقد ربحت تجارته واهتدى~87#3476#373#410
فقد ربطك به وبغيره~85#2897#18#43
فقد رجع إلى تأويل~41#1264#75#353
فقد رجع ابنك فمضت~90#4407#14#422
فقد رحمك بما صرف~87#3414#286#348
فقد رد الله عز~87#3282#301#216
فقد ردت صلاته لما~87#3680#280#167
فقد رزقتكم ذلك ووهبته~87#3563#36#50
فقد رضى بالقرآن ومن~82#2683#118#318
فقد رضي وفي أخبار~87#3579#309#66
فقد رضي وقال الثوري~87#3587#140#74
فقد رضيت منك بذلك~87#3408#336#342
فقد رغب في الدنيا~87#3923#269#410
فقد رغب في هذه~87#3243#263#177
فقد رفع عنه الحرجوقال~82#2195#175#282
فقد رفعت لك ذكرك~87#3936#16#423
فقد رفعت له نار~86#3042#102#188
فقد رفق به في~87#3570#218#57
فقد رق عندها نوال~83#2827#99#56
فقد ركب مركب الإعراض~82#2609#33#244
فقد ركبت الخطر وإن~85#2936#107#82
فقد ركن إلى الدنيا~87#3300#15#234,87#3335#16#269,87#3486#54#420
فقد ركن إلى ما~82#2384#112#19
فقد روى أبو هريرة~87#3103#242#37
فقد روى عن النبي~49#1514#125#374,87#3924#261#411,40#904#129#100,40#923#11#119,40#924#101#120
فقد روى من فضلها~87#3088#457#22
فقد روي أن العبد~87#3769#148#256
فقد روي أن هذا~87#3139#69#73
فقد روي جميع ذلك~87#3668#78#155
فقد روي عن النبي~87#3956#107#443,90#4409#190#424
فقد روي عن زاذان~60#1681#84#479
فقد روي عن علي~87#3695#0#182
فقد روي عن عمر~87#3955#245#442
فقد روي فضل ذلك~87#3105#39#39,87#3185#215#119,87#3186#12#120
فقد روي في آخر~87#3733#134#220
فقد روي قال كنت~46#1501#140#75
فقد روي من ثواب~87#3093#501#27
فقد روي هذا عن~87#3708#388#195,87#3762#170#249
فقد روينا أن النبي~87#3810#137#297
فقد روينا حديثا من~87#3194#68#128
فقد روينا عن رسول~87#3842#93#329
فقد روينا عن سعيد~87#3200#6#134
فقد روينا في الخبر~87#3404#48#338,87#3896#285#383
فقد روينا في حديث~87#3149#183#83
فقد روينا في ذلك~87#3870#367#357
فقد روينا كراهة هذه~87#3896#179#383
فقد زاد أبو حفص~41#1016#149#105
فقد زاد أيوب على~87#3406#77#340
فقد زاد عليك في~90#4382#186#397,90#4427#129#442
فقد زاد عليه بذلك~87#3505#374#439
فقد زار الله تعالى~87#3773#256#260
فقد زال الاضطرار وحصل~87#3708#6#195
فقد زالاانظر إلى الفيء~90#4148#94#154
فقد زالت الشبهة اذا~67#1785#126#51
فقد زالت في أي~87#3114#653#48
فقد زالت لا شك~87#3114#517#48,87#3114#701#48
فقد زالت وقد خفي~87#3100#130#34
فقد زكى نفسه وعصى~87#3740#171#227
فقد زهد في الخلق~87#3243#255#177
فقد زهد في الدنيا~87#3477#211#411,87#3485#297#419
فقد سأل إلحافا ومن~87#3838#294#325
فقد سأل قال وسمعته~90#4064#154#70
فقد سأل ومن قرأ~90#4064#143#70
فقد سأل ومن قعد~90#4064#135#70
فقد سبق النظر والسمع~87#3657#299#144
فقد سبق الوقت كونه,~90#4016#99#22
فقد سبق الوقت كونهوإن~39#715#153#34
فقد سبق قبل خلق~87#3567#313#54,87#3567#847#54
فقد سخرت له أنت~87#3844#149#331
فقد سد على نفسه~82#2186#206#273
فقد سر الله عز~87#3818#181#305,87#3826#390#313
فقد سفرت ولاكني أكشر~80#1892#49#17
فقد سقط أجرك وحبط~87#3211#169#145
فقد سقط به عن~82#2409#23#44
فقد سقط عن حد~90#4334#4#349
فقد سقط عنك البحث~87#3993#20#480
فقد سقط من درجات~82#2488#115#123
فقد سقط من درجة~83#2838#148#67
فقد سكن إلى روح~37#584#16#193
فقد سكن إلى غرور~82#2399#260#34
فقد سكنوا إلى قديم~87#3558#127#45
فقد سلخت الليل وانبسطي~86#3070#7#216
فقد سلطتك عليه فجاء~87#3472#302#406
فقد سلك غير طريق~87#3225#127#159
فقد سلم من مدح~82#2216#251#303
فقد سلم وقال الثوري~87#3777#51#264
فقد سما قدره بين~89#4003#129#40
فقد سمع غيره به~87#3691#74#178
فقد سنح لى شىء~8#137#207#28
فقد سويت بي وقال~85#2903#61#49
فقد سيره إليه ووقف~83#2823#134#52
فقد شبه أيوب بداود~87#3405#199#339
فقد شركهم في فعلهم~87#3833#20#320
فقد شغلت قلبيسمعت محمد~90#4053#69#59
فقد شغله عما سواه~87#3520#92#7
فقد شقيتقال وسمعته يقول~41#1033#12#122
فقد شقيتوقال ابن خبيق~90#4066#113#72
فقد شكا ألم تسمع~25#238#67#13
فقد شكر نعمته وقد~87#3403#356#337
فقد شكرتني وفي خبر~87#3408#326#342
فقد شكرتني وقال عمر~25#282#50#57
فقد شكره فالشكر متفاوت~37#459#43#67
فقد شكرها ومن أطاع~87#3403#347#337
فقد شكرهقال الفضيل *~82#2520#155#155
فقد شهاك أن تشتري~87#3811#95#298
فقد شهد دانيال بما~67#1767#3#33
فقد شيء تركته لله~38#625#39#88
فقد شيء لان الله~37#584#49#193
فقد شيء منعه الله~25#272#9#47
فقد شيء وقال لي~85#2870#56#16
فقد صار آخر الزهد~87#3511#326#445
فقد صار اقوى من~35#420#34#215
فقد صار الأكل والنوم~87#3770#397#257
فقد صار البلاء عنده~87#3421#177#355
فقد صار الخوف يصلح~87#3459#13#393
