وطاب من~25#248#18#23
ولايقبل الله~87#3429#114#363
ولايقدح إلا~87#3268#140#202
ولايقدح في~87#3537#283#24
ولايقرن بين~87#3813#297#300
ولايقصر عن~87#3815#409#302
ولايكمل في~87#3430#303#364
ولايملك الذين~87#3643#23#130
ولاينفعه أو~87#3902#432#389
ولاينقذهم من~87#3446#177#380
ولاينقص ذلك~87#3564#565#51
ولباسه قال~87#3509#220#443
ولباسه ما~41#1037#141#126,90#4064#46#70
ولبس الحق~87#3383#250#317
ولبستها ثم~87#3634#43#121
ولبسهاأخبرنا علي~42#1347#37#12
ولبغض من~87#3881#389#368
ولبن وكان~41#1314#161#404
ولبولص من~76#1860#99#224
ولبيت فقال~82#2023#118#110
ولتبتغوا من~82#2474#118#109
ولتتأخر إذا~85#2957#24#103
ولتجزى كل~87#3133#135#67
ولتربية العبد~87#3228#199#162,87#3228#445#162
ولترى ذلك~85#2957#145#103
ولتسليم العبد~87#3579#54#66
ولتسمعن من~87#3397#60#331
ولتصديق قوله~87#3210#11#144
ولتصغى إليه~87#3588#82#75,87#3588#435#75
ولتصنع على~16#166#59#105,82#2356#245#443,82#2357#23#444,82#2647#42#282,87#3621#379#108
ولتعرفنهم في~82#2614#192#249,82#2617#44#252,82#2617#66#252,82#2617#88#252,82#2617#131#252
ولتكبروا الله~87#3414#371#348
ولتكن هذه~87#3145#281#79
ولتوهم الناس~71#1835#124#144
ولتوهمهم أن~82#1995#177#82
ولجؤوا إليه~82#2317#144#404
ولجاز أن~87#3729#234#216
ولجت القلب~83#2828#91#57
ولجميع من~90#4541#201#556
ولحاجة بعضهم~56#1587#68#90
ولحسن ما~30#354#159#14
ولحقه في~7#123#122#12
ولحم قال~87#3795#168#282
ولحما لا~46#1494#60#66
ولحنا في~87#3348#300#282
ولحيته في~87#3504#319#438,87#3663#310#150
ولحيته وفي~87#3756#280#243
ولخذل بعضهم~56#1587#98#90
ولخرجتم إلى~25#316#47#91
ولخرجوا له~82#2190#162#277
ولخلق الله~87#3695#246#182
ولخلقه في~87#4000#229#487
ولد أو~83#2847#68#76,87#3895#327#382
ولد إلا~83#2828#210#57
ولد على~87#3994#144#481
ولد عليه~60#1684#157#482
ولد فهو~87#3925#378#412,90#4055#169#61
ولد في~87#3651#373#138
ولد فيها~64#1740#16#195
ولد قال~30#361#172#21
ولد له~87#3252#330#186,87#3567#1084#54,87#3935#361#422
ولد من~57#1602#60#173,87#3934#256#421
ولد وفي~87#3911#200#398
ولد وما~82#2403#202#38
ولدا أو~87#3916#70#403
ولدا قال~30#361#129#21
ولدا ولم~30#358#107#18
ولدا ومن~87#3121#229#55
ولدا يكون~82#2334#95#421
ولدت في~90#4521#76#536
ولدك أحمد~90#4078#81#84
ولدك ثم~25#242#44#17
ولدك فقال~87#3935#429#422
ولدك في~87#3950#303#437
ولدني قال~87#3448#139#382
ولده أن~30#368#189#28
ولده أو~30#368#221#28
ولده إن~87#3937#168#424
ولده على~40#901#98#97,40#901#158#97
ولده فقال~82#2304#164#391
ولده وفي~87#3828#229#315
ولده وقد~87#3912#154#399
ولده وكان~87#3584#119#71
ولده وهو~30#370#210#30
ولده يا~87#3581#141#68
ولدها فإذا~87#3435#48#369
ولدها لما~82#2465#211#100
ولدها هذا~87#3707#150#194
ولدهم وهو~78#1880#77#53
ولدي هذا~90#4511#336#526
ولدي وقد~87#3584#144#71
ولديك من~80#1894#212#19
ولديه من~87#3260#186#194,87#3616#193#103
ولديها من~80#1892#134#17
ولذا قال~30#365#179#25
ولذاته وقد~87#3239#316#173,87#3240#118#174
ولذاتها وما~37#530#83#139
ولذاك الذي~87#3296#99#230
ولذة لا~87#3158#98#92
ولذت النفس~83#2804#69#33
ولذت فإذا~83#2846#89#75
ولذته في~87#3645#217#132
ولذته من~87#3768#279#255
ولذتها حتى~83#2825#51#54
ولذتها على~83#2807#173#36
ولذتها فإذا~83#2804#84#33
ولذتها في~83#2808#4#37
ولذرة من~87#3201#392#135,87#3701#72#188
ولذكر الله~82#2482#159#117,82#2483#7#118,82#2483#83#118,87#3099#165#33,87#3178#194#112,87#3406#399#340,87#3576#88#63,87#3675#42#162,87#3675#266#162,87#3949#273#436,39#821#44#142
ولذكر الناس~87#3750#44#237
ولذكر هذا~58#1615#122#16
ولذكره وهو~25#317#65#92
ولذلك حدثنا~40#843#0#39
ولذلك سمعت~81#1919#22#21,81#1926#20#28,81#1930#16#32
ولذلك غير~46#1483#103#55
ولذلك قال~60#1674#103#472,81#1907#74#9,81#1911#38#13,81#1912#46#14,81#1913#71#15,81#1916#48#18,81#1916#76#18,82#2156#117#243,82#2586#238#221,83#2808#162#37,83#2818#166#47,83#2827#208#56,83#2838#89#67,83#2840#103#69,83#2847#161#76,87#3174#435#108,87#3425#387#359,87#3477#100#411,30#349#103#9,30#351#261#11,87#3518#188#5,87#3530#78#17,30#361#91#21,30#366#65#26,30#366#286#26,30#371#69#31,30#371#189#31,30#371#278#31,30#372#228#32,87#3738#196#225,90#4013#55#19,90#4312#39#318,90#4334#236#349,90#4342#159#357
ولذلك كان~87#3208#411#142,87#3539#235#26,87#3629#391#116,87#3725#280#212,87#3993#93#480
ولذلك لما~83#2832#158#61
ولذلك ما~67#1761#71#27
ولذلك يقول~46#1495#3#67,31#375#161#35
ولذلك يكون~67#1758#102#24
ولربما لم~37#516#162#125
ولربوبية الله~87#3196#222#130
ولرسوله صلى~87#3640#194#127,87#3982#122#469
ولزرته في~87#3906#125#393
ولزقت بها~87#3716#177#203
ولزم على~87#3656#22#143
ولزمتها حتى~90#4380#21#395
ولزمهاوهم مع~39#743#42#62
ولزموا الحق~41#1034#106#123
ولزهده في~87#3499#264#433
ولسان الحق~53#1548#97#404
ولسان العلم~39#801#148#122
ولسان القلب~86#3031#120#177
ولسان علم~85#2873#136#19
ولسان في~41#1095#115#184
ولسانك عن~82#2333#189#420,90#4280#92#286
ولسانك من~82#2387#68#22,87#3424#338#358,38#597#37#46
ولسانه إلا~82#2454#250#89
ولسانه الذي~42#1349#126#14
ولسانه ثم~87#3828#87#315
ولسانه عند~30#369#65#29
ولسانه فهو~30#353#115#13
ولسانه لا~82#2375#58#10
ولسانه لله~19#182#159#147
ولسانه وكان~82#2375#48#10
ولسانه ولا~87#3749#199#236
ولسانها لم~41#1276#99#365
ولسانهسمعت أبا~41#1228#10#317
ولساني على~85#2863#10#9
ولساني من~82#2221#113#308
ولست على~37#521#95#130
ولست في~67#1774#171#40
ولست فيها~85#2903#130#49
ولست من~90#4393#123#408
ولست منه~49#1515#31#375,86#3041#44#187
ولسوى الله~87#3196#225#130
ولشدة ما~56#1576#49#79
ولشيء على~82#2685#23#320
ولصاحبتي فقد~80#1895#177#20
ولطائفه على~20#190#121#155
ولطائفهاقال سمعت~39#832#45#153
ولطف له~87#3377#290#311
ولطف من~48#1512#87#171
ولطف وما~90#4499#84#514
ولطفا منه~82#2128#16#215
ولطفه فقد~83#2846#46#75
ولطفه ولا~83#2826#14#55
ولطفها وقال~87#3268#218#202
ولطيف من~87#3687#346#174
ولطيف منه~87#3435#197#369
ولطيفة من~87#3923#288#410
ولعريتم من~86#3065#47#211
ولعسى أن~87#3909#220#396
ولعل أن~87#3345#277#279
ولعل الله~90#4012#71#17
ولعل ما~37#514#24#123
ولعل من~3#109#32#234
ولعلمه أنه~87#3449#286#383
ولعلمي يا~86#3063#111#209
ولعله أن~87#3346#197#280,87#3594#113#81,87#3771#158#258
ولعله قد~87#3584#418#71
ولعله كان~87#3332#57#266
ولعله لا~87#3243#13#177,87#3457#54#391,87#3820#116#307,87#3869#123#356
ولعله لم~87#3532#125#19
ولعمري أن~87#3292#178#226,87#3333#159#267,87#3429#20#363,87#3434#168#368,87#3470#133#404,87#3615#120#102,87#3626#216#113,87#3737#169#224,87#3793#373#280,87#3923#281#410,87#3991#47#478
ولعمري أنا~87#3515#84#449,87#3834#251#321
ولعمري أنه~87#3320#329#254,87#3512#229#446,87#3808#148#295
ولعمري إن~87#3217#266#151,87#3342#274#276,87#3931#237#418
ولعمري ما~31#375#0#35,31#378#15#38
ولعمري من~17#174#151#194
ولعموم قوله~87#3390#36#324
ولعي بن~87#3323#360#257
ولغوهم قال~87#3141#382#75
ولغيره وكان~87#3986#254#473
ولغيرهم من~87#3427#414#361
ولفظ من~82#2132#136#219
ولفعله غير~25#278#68#53
ولففت على~90#4524#148#539
ولقائك ثم~40#930#41#126
ولقال له~87#3543#71#30
ولقد أن~90#4485#150#500
ولقد سمعت~90#4509#141#524,90#4558#128#573
ولقد قال~25#318#0#93,90#4329#200#343,90#4407#96#422
ولقد كان~90#4165#191#171
ولقربهم غير~60#1687#108#485
ولقليل ما~8#136#131#27
ولقوله تعالى~87#3095#285#29,87#3331#204#265,87#3390#54#324,87#3390#62#324,87#3396#98#330,87#3404#328#338,87#3526#167#13,87#3526#181#13,87#3636#367#123,87#3637#359#124
ولقوله صلى~87#3146#160#80,87#3146#173#80
ولقوم يا~82#2305#203#392,82#2305#207#392,82#2305#211#392,82#2305#215#392,82#2305#219#392
ولقي أبا~41#1073#83#162,41#1098#53#187,41#1134#4#223,41#1165#82#254,41#1269#81#358
ولقيت أبا~41#1319#10#409
ولقيت بها~41#1329#1#419
ولك أن~69#1797#147#12,85#2967#137#113,87#3535#393#22,87#3859#436#346
ولك بعد~37#555#14#164
ولك علي~87#3785#430#272
ولك في~61#1703#119#190,87#3238#337#172,87#3416#141#350
ولك لا~82#2465#130#100,87#3480#99#414
ولك من~87#3869#237#356,39#765#53#84
ولك منها~82#2246#110#333
ولك يا~64#1733#4#188
ولكان إذا~87#3340#161#274
ولكان في~39#722#9#41
ولكان قد~87#3448#433#382
ولكان قوله~39#726#23#45,39#728#127#47
ولكانا قد~87#3448#438#382
ولكثرة ما~90#4507#178#522
ولكل أهل~82#2326#216#413
ولكل عبد~82#2412#256#47,25#262#37#37,87#3654#371#141
ولكل علم~87#3319#325#253
ولكل من~41#1214#2#303,85#2963#223#109,87#3567#1399#54
ولكل منها~82#2400#217#35
ولكم فيها~41#1277#91#366,82#2578#215#213,87#3262#44#196,87#3384#368#318,87#3384#378#318
ولكن إذا~41#1272#70#361,82#2318#22#405,82#2624#149#259,87#3450#299#384,87#3542#240#29,87#3869#430#356
ولكن إلى~41#1182#89#271,90#4113#64#119
ولكن إن~87#3185#160#119,87#3574#322#61,87#3817#131#304
ولكن الله~21#202#71#170,82#2041#71#128,82#2175#118#262,82#2175#125#262,82#2175#169#262,82#2175#221#262,82#2175#233#262,82#2255#75#342,82#2626#59#261,82#2793#206#428,87#3167#239#101,26#323#62#12,87#3244#97#178,87#3362#104#296,87#3378#256#312,87#3406#127#340,87#3434#146#368,87#3531#66#18,87#3532#406#19,87#3532#421#19,87#3553#365#40,87#3600#368#87,87#3651#247#138,87#3660#201#147,30#371#288#31,87#3877#390#364,87#3895#55#382,90#4042#122#48,90#4536#241#551,91#4702#24#134,39#788#129#107,39#788#135#107,39#801#142#122,40#842#50#38
ولكن بعد~87#3534#108#21
ولكن بين~30#350#43#10
ولكن ذلك~87#3485#80#419,87#3837#424#324
ولكن على~82#2083#94#170,87#3110#208#44,87#3569#278#56,39#803#21#124
ولكن عن~87#3677#107#164
ولكن غير~83#2835#271#64
ولكن في~41#1100#111#189,87#3184#410#118
ولكن قال~61#1706#3#193,40#880#7#76
ولكن قد~61#1708#55#201,87#3115#111#49,87#3282#112#216,87#3296#7#230,87#3355#382#289,87#3460#55#394,87#3460#68#394,87#3481#16#415,87#3523#270#10,87#3567#147#54,87#3567#681#54,87#3572#175#59,87#3859#229#346,87#3884#16#371,87#3904#131#391,87#3914#242#401,90#4493#211#508,3#95#19#220
ولكن قوله~90#4342#129#357
ولكن كان~82#2374#249#9,87#3615#129#102,87#3628#231#115,90#4090#50#96
ولكن كل~87#3603#136#90
ولكن كما~90#4180#139#186
ولكن لا~44#1468#190#72,58#1617#195#18,82#1965#57#52,82#1981#87#68,82#1981#103#68,82#2033#152#120,82#2069#17#156,82#2083#79#170,82#2083#86#170,82#2110#68#197,82#2174#23#261,82#2301#169#388,82#2461#112#96,87#3116#106#50,87#3154#254#88,87#3287#449#221,87#3542#314#29,87#3571#306#58,87#3575#18#62,87#3629#243#116,87#3659#99#146,87#3659#315#146,87#3736#219#223,87#3870#9#357,87#3883#331#370,87#3930#426#417,87#3931#373#418,87#3978#213#465,87#3979#266#466,90#4368#105#383,90#4403#218#418,90#4561#55#576
ولكن لك~87#3607#398#94,39#791#120#110
ولكن لم~87#3549#107#36,87#3758#345#245,39#807#217#128
ولكن لما~41#1327#121#417,87#3535#339#22,87#3899#39#386,90#4257#139#263
ولكن له~82#2401#176#36
ولكن لهم~87#3275#230#209
ولكن لي~90#4474#63#489
ولكن ما~42#1339#213#4,43#1396#45#85,53#1543#21#399,60#1661#22#459,87#3244#340#178,87#3719#39#206,90#4396#36#411
ولكن مع~87#3375#105#309
ولكن من~87#3167#387#101,87#3167#417#101,87#3301#24#235,87#3380#301#314,87#3611#2#98,87#3896#53#383,90#4255#24#261,90#4352#136#367,39#762#94#81
ولكن هذا~32#392#101#128
ولكن هذه~87#3234#20#168,87#3234#599#168,87#3793#30#280
ولكن هو~44#1423#128#27,74#1850#119#65
ولكن وقد~3#94#60#219
ولكن يا~90#4443#65#458
ولكن يقول~87#3367#113#301,87#3942#166#429,87#3960#211#447,87#3968#168#455
ولكن يكون~87#3400#221#334
ولكنت في~87#3318#248#252
ولكنكم لا~87#3886#280#373
ولكنه إذا~83#2832#147#61
ولكنه شيء~41#1073#37#162,37#502#1#111
ولكنه عليه~82#2353#230#440
ولكنه قال~82#2442#104#77
ولكنه كان~87#3827#277#314,90#4536#212#551
ولكنه كما~90#4176#47#182
ولكنه لا~87#3151#353#85,90#4165#94#171,90#4445#131#460
ولكنه لما~82#2209#204#296,90#4156#43#162
ولكنه من~41#1031#134#120,87#3181#159#115
ولكنها من~87#3451#398#385
ولكنهم أهل~31#378#3#38
ولكنهم إذا~41#1136#66#225
ولكنهم عن~41#1249#79#338
ولكنهم لم~82#2209#94#296
ولكنهم لما~21#199#150#167
ولكني رسول~3#102#14#227,3#102#33#227
ولكني ما~90#4068#155#74
وللأبد وما~82#2635#179#270
وللأبرار أو~87#3419#272#353
وللأعراض على~41#1144#4#233
وللإعراض على~82#2010#22#97
وللاقتصار الذي~87#3820#204#307
وللبسنا عليهم~82#2106#53#193,82#2106#103#193,87#3163#417#97,91#4698#35#130
وللتشهد في~58#1607#102#8
وللجنيد في~39#725#89#44
وللخاص من~82#2052#129#139,82#2516#15#151
وللخصوص من~87#3221#229#155
وللخلق فيه~86#3059#172#205
وللخير الذي~87#3851#126#338
وللدنيا أو~42#1342#93#7
وللدنيا وكان~87#3278#182#212
وللرسول إذا~82#2177#108#264,87#3229#217#163,87#3229#382#163,87#3676#184#163,87#3728#270#215,87#3788#294#275
وللرسول صلى~82#2004#56#91,82#2040#152#127
وللركوع في~58#1607#65#8
وللسامع أن~56#1592#141#95
وللسايل أن~69#1795#57#10
وللسجود في~58#1607#83#8
وللشواهد في~82#2010#26#97
وللشىء من~40#847#47#43
وللعبد إن~87#3551#181#38
وللعبد في~87#3207#126#141
وللعبد من~87#3174#385#108
وللعلماء على~87#3307#84#241
وللفلاسفة في~71#1828#139#137
وللقوة في~2#60#80#58
وللقيام بين~87#3669#36#156
وللقيام في~58#1607#45#8
وللكر منها~32#395#148#131
وللمؤذن أن~87#3867#313#354
وللمؤمنين وقال~37#503#48#112
وللمتصوفة في~59#1629#145#27
وللمذكر فقال~90#4258#160#264
وللمعرفة علم~85#2866#160#12
وللمقربين ذلك~82#2668#196#303
وللناس في~87#3644#46#131
وللنفسوقد كان~87#3497#5#431
ولله الدنيا~82#2557#58#192
ولله تعالى~82#2064#125#151,87#3419#81#353
ولله عز~82#2684#150#319,87#3631#330#118
ولله على~58#1612#9#13,58#1612#79#13,58#1612#224#13,82#2022#172#109,87#3702#242#189
ولله علي~87#3796#372#283
ولله في~82#2022#79#109,82#2612#88#247,87#3945#229#432
ولله ولا~83#2845#48#74,90#4497#220#512
ولله, من~90#4020#29#26
وللهقال أبو~82#1944#164#31
وللهقوله تعالى~82#2675#87#310
وللوقوف بين~82#2274#24#361
ولم آذن~85#2961#163#107
ولم آكل~90#4434#167#449,90#4540#101#555
ولم آل~87#3364#372#298,87#3531#254#18
ولم آمرك~87#3377#142#311
ولم أبرز~85#2927#15#73
ولم أبعث~90#4387#102#402
ولم أبلغ~87#3914#344#401
ولم أتجشم~41#1145#106#234
ولم أترك~30#348#203#8
ولم أتغط~85#2927#18#73
ولم أجب~39#832#125#153
ولم أجد~90#4325#34#331
ولم أجره~86#3015#10#161
ولم أجعل~87#3439#59#373
ولم أجعله~85#2995#95#141
ولم أحتج~90#4525#173#540
ولم أحتجب~85#2936#65#82
ولم أحدث~87#3454#408#388
ولم أحزن~83#2831#20#60
ولم أحقد~40#864#2#60
ولم أحملكم~83#2807#103#36
ولم أختر~87#3848#251#335
ولم أخلقهم~87#3432#284#366
ولم أدخل~90#4445#197#460,90#4540#106#555
ولم أدلكم~82#2607#102#242
ولم أر~41#1143#67#232,82#2044#7#131,82#2438#18#73,82#2451#133#86,85#2862#46#8,87#3179#35#113,87#3179#47#113,32#385#31#121,90#4543#39#558
ولم أرد~87#3835#0#322
ولم أرض~87#3798#113#285
ولم أزل~90#4279#183#285,90#4287#85#293
ولم أسأله~87#3353#249#287
ولم أستحل~90#4224#160#230
ولم أستحلهقيل~90#4231#30#237
ولم أسكن~41#1125#99#214,41#1175#172#264
ولم أسمعه~41#1059#23#148
ولم أشب~40#904#104#100
ولم أشتق~87#3632#298#119
ولم أشرب~90#4311#210#317,90#4540#111#555
ولم أشعر~90#4337#57#352
ولم أشهد~39#798#118#119
ولم أصب~79#1884#65#4
ولم أصبر~90#4321#152#327
ولم أضعفوعن~90#4520#94#535
ولم أطقه~90#4238#18#244
ولم أطلع~90#4318#155#324
ولم أظن~90#4494#16#509
ولم أعتبر~87#3364#366#298
ولم أعرف~41#1064#139#153,85#2933#111#79
ولم أعرفه~7#121#228#10
ولم أعرفه,~90#4278#163#284
ولم أعلم~87#3798#111#285
ولم أغر~87#3263#145#197
ولم أفصح~11#148#25#49
ولم أفعل~87#3234#15#168,87#3234#594#168,87#3972#374#459
ولم أفن~34#415#109#109
ولم أقبل~85#2925#1#71
ولم أقرأ~87#3142#9#76
ولم أقف~82#2737#149#372,90#4278#165#284
ولم أقل~87#3787#310#274,90#4438#89#453
ولم أكافئه~87#3943#87#430
ولم أكله~87#3452#328#386
ولم أكن~80#1894#149#19,82#2334#10#421,82#2334#37#421,87#3802#179#289,87#3954#246#441
ولم ألبث~90#4375#194#390
ولم ألتذ~82#2471#135#106
ولم ألتفت~90#4384#234#399
ولم أملك~87#3628#122#115
ولم أنصب~85#2863#27#9
ولم أنصح~87#3952#149#439
ولم أنلها~87#3808#5#295
ولم أوت~17#172#225#192
ولم أولد~87#3094#40#28
ولم أوله~90#4075#115#81
ولم اجد~62#1720#157#72
ولم اخبر~9#138#206#32
ولم ادع~82#2442#165#77
ولم استقر~76#1857#135#221
ولم اطلع~82#2784#85#419
ولم اعرف~57#1603#34#174
ولم اعرفه*~82#2737#152#372
ولم امتد~90#4537#98#552
ولم اکون~76#1861#197#225
ولم بحبس~90#4258#226#264
ولم تؤجل~87#3419#124#353
ولم تبال~87#3930#161#417
ولم تبخسهم~16#169#78#108
ولم تبد~82#2365#66#452
ولم تبرا~76#1856#105#220
ولم تبصر~86#3028#20#174
ولم تبعث~82#2758#123#393
ولم تبق~82#2475#77#110
ولم تبك~90#4320#206#326
ولم تبكوا~87#3153#295#87
ولم تبلغه~87#3080#194#14
ولم تبين~82#1982#131#69
ولم تتجاوز~82#2708#194#343
ولم تتحققوا~82#2343#138#430
ولم تتركوا~60#1665#78#463
ولم تتعاوره~91#4690#17#122
ولم تتلون~82#2240#43#327,82#2240#85#327
ولم تتم~25#232#116#7,87#3781#42#268
ولم تتوال~90#4148#116#154
ولم تثبت~82#2614#295#249
ولم تجدك~87#3387#244#321
ولم تجلوني~60#1665#74#463
ولم تجوز~82#2155#220#242
ولم تحبها~44#1436#23#40
ولم تحجبك~85#2939#75#85
ولم تحدث~82#2750#69#385
ولم تحسدهم~87#3874#352#361
ولم تحطمك~85#2939#68#85
ولم تحعلها~67#1757#107#23
ولم تحفظه~2#34#22#32
ولم تحكم~41#1104#95#193,87#3653#322#140,90#4094#84#100
ولم تحل~87#3939#106#426
ولم تحملك~85#2881#48#27
ولم تخرج~87#3288#219#222
ولم تخف~25#235#13#10,90#4250#29#256
ولم تخوله~25#281#54#56
ولم تدخر~2#67#25#65
ولم تدخل~86#3021#18#167
ولم تدر~37#475#122#83
ولم تدرك~39#776#90#95
ولم تدع~30#357#192#17
ولم تدعنا~37#551#125#160
ولم تدلسه~41#1312#108#402
ولم تدلهم~82#2419#174#54
ولم تدم~85#2952#100#98
ولم تذكر~37#572#15#181
ولم تر~85#2862#92#8,85#2895#58#41,85#2927#139#73,85#2960#96#106,86#3007#87#153,86#3007#90#153,86#3046#85#192,86#3056#83#202
ولم ترج~87#3629#598#116
ولم ترجع~82#2146#39#233
ولم ترجني~87#3387#129#321,87#3425#123#359
ولم ترد~44#1437#150#41,37#566#64#175
ولم تردني~87#3311#134#245
ولم ترده~37#543#121#152
ولم ترده،~44#1437#148#41
ولم ترفع~41#1301#11#391,87#3984#147#471
ولم ترني~85#2859#8#5,85#2895#79#41,85#2909#115#55,85#2961#133#107,86#3033#45#179,86#3034#45#180,86#3049#13#195
ولم تره~86#3033#40#179
ولم تزن~90#4512#128#527
ولم تسأل~90#4515#41#530,90#4552#208#567
ولم تسترقهم~7#126#98#15,7#127#174#16
ولم تسخر~82#2742#147#377
ولم تسرق~90#4512#132#527
ولم تسق~91#4648#55#80
ولم تسكن~82#2710#106#345
ولم تسمع~82#2580#131#215,85#2927#142#73,37#463#102#71
ولم تشتر~90#4440#138#455
ولم تشر~91#4673#49#105,91#4706#74#138
ولم تشرك~90#4253#97#259
ولم تشعر~82#2713#70#348
ولم تشهدوا~82#2185#95#272
ولم تصح~87#3592#394#79
ولم تصدر~91#4648#51#80
ولم تصرف~85#2876#247#22
ولم تضطرب~87#3565#339#52
ولم تطلب~41#1029#138#118,90#4264#103#270
ولم تطلبهحدثنا~41#989#41#78
ولم تطمئن~86#3064#184#210
ولم تظلم~82#2324#53#411
ولم تظهر~82#2614#290#249
ولم تعتذر~87#3231#16#165,87#3789#189#276
ولم تعرج~7#126#94#15,7#127#170#16
ولم تعرف~2#35#4#33
ولم تعرفه~37#463#100#71
ولم تعزم~9#143#55#37
ولم تعطف~7#126#102#15,7#127#178#16
ولم تعقل~3#91#82#216
ولم تعلم~82#2469#150#104,87#4000#70#487
ولم تعمل~52#1536#292#50,85#2880#25#26
ولم تعه~87#3172#218#106
ولم تغلط~32#387#138#123
ولم تغن~87#3550#7#37
ولم تفتح~82#2611#139#246,82#2617#19#252
ولم تفرق~82#2004#61#91
ولم تفسر~31#376#137#36
ولم تفعل~76#1861#226#225
ولم تفقدني~86#3057#100#203
ولم تقبله~87#3781#47#268
ولم تقدر~2#35#7#33
ولم تقدم~90#4529#124#544
ولم تقدموا~87#3228#335#162,87#3228#581#162
ولم تقض~90#4530#227#545
ولم تقنع~87#3797#106#284,87#3851#328#338
ولم تك~82#2218#23#305,82#2335#79#422,82#2335#89#422,82#2335#105#422,87#3893#209#380
ولم تكتب~85#2914#90#60
ولم تكرموا~82#2505#159#140
ولم تكره~87#3586#203#73
ولم تكسب~85#2986#174#132
ولم تكن~71#1832#163#141,82#2364#111#451,87#3267#386#201,87#3523#137#10,31#376#248#36,87#3765#68#252,87#3770#311#257,87#3781#64#268,87#3824#176#311,87#3847#5#334,87#3860#346#347,90#4511#30#526,37#456#89#64,37#498#77#107,37#539#6#148
ولم تلتق~9#138#64#32
ولم تلم~41#1199#109#288
ولم تمشى~2#37#11#35
ولم تملك~87#3219#151#153
ولم تملكه~41#1154#181#243
ولم تنازعه~87#3909#263#396
ولم تنبت~56#1575#151#78
ولم تنظر~82#2646#207#281,87#3160#83#94,87#3191#205#125,87#3387#137#321,87#3425#131#359,87#4000#112#487
ولم تنفذ~87#3699#379#186
ولم تنفقه~25#281#58#56
ولم تنقد~87#3400#374#334
ولم تنله~87#3647#229#134
ولم تنم~41#1308#88#398
ولم تهابوني~60#1665#70#463
ولم تهذبوا~82#2059#11#146
ولم تهيجنا~37#551#116#160
ولم ذاك~87#3320#113#254,87#3378#136#312,87#3528#369#15
ولم ذلك~41#1257#5#346,87#3096#66#30,87#3342#345#276,87#3471#262#405,87#3568#348#55,87#3925#220#412,90#4041#36#47
ولم عدلوا~69#1795#64#10
ولم عملت~37#510#62#119
ولم قال~82#2003#137#90,87#3183#184#117,87#3218#185#152,87#3218#292#152,87#3327#338#261,87#3334#7#268,87#3453#391#387,87#3528#27#15,87#3567#1304#54,87#3569#116#56,87#3586#188#73,87#3617#203#104,87#3624#288#111,87#3629#247#116,87#3700#65#187,87#3744#8#231,87#3824#391#311,87#3947#192#434,87#3973#357#460,87#3984#210#471,87#3996#305#483,87#3998#97#485,87#3998#264#485
ولم كرهت~87#3573#43#60
ولم لأنك~87#3634#312#121
ولم لا~71#1823#63#132,87#3522#419#9,90#4056#57#62,90#4305#155#311,90#4454#149#469,37#510#64#119,37#547#106#156
ولم لاسألته~87#3628#42#115
ولم لم~71#1834#80#143
ولم ما~85#2955#163#101
ولم نؤمر~87#3987#235#474
ولم نتعطف~85#2862#108#8
ولم نجد~82#1970#34#57,82#2136#239#223,82#2362#242#449,82#2362#284#449,82#2363#69#450,82#2364#27#451,82#2364#38#451,82#2365#244#452,82#2686#109#321,82#2686#116#321,82#2686#128#321,90#4441#33#456,90#4533#127#548,37#535#126#144,39#729#155#48,39#751#139#70,39#751#168#70
ولم نخلق~39#721#47#40
ولم نذكر~87#3703#294#190
ولم نر~39#725#25#44,39#728#38#47
ولم نرد~87#3931#45#418
ولم نشغل~87#3364#297#298
ولم نظرت~87#3387#132#321,87#3425#126#359
ولم نعاينه~30#354#254#14
ولم نعلم~39#826#106#147
ولم نقصد~87#3239#268#173,87#3240#70#174,87#3406#100#340,87#3438#371#372,87#3499#78#433,87#3957#246#444
ولم نكن~39#721#50#40
ولم وإذا~87#3656#19#143
ولم يأت~39#734#58#53
ولم يأخذ~41#1020#51#109,82#2098#155#185,87#3314#285#248,87#3846#5#333,90#4419#221#434,90#4532#154#547
ولم يأذن~82#2321#86#408
ولم يأكل~44#1460#51#64,87#3831#120#318,87#3831#157#318,87#3834#185#321,87#3834#275#321,90#4285#187#291
ولم يأكله~90#4302#21#308
ولم يألف~87#3364#213#298,87#3923#326#410
ولم يأمر~87#3806#108#293,90#4506#172#521
ولم يأمن~3#104#63#229,87#3377#218#311,87#3804#92#291,87#3910#203#397,87#3919#64#406
ولم يأمنوا~79#1887#168#10
ولم يأن~87#3391#28#325
ولم يؤاخ~87#3895#406#382
ولم يؤاخذ~87#3375#252#309,87#3375#326#309,87#3875#279#362
ولم يؤاخذهم~15#164#67#75
ولم يؤته~87#3783#125#270
ولم يؤثر~82#2018#61#105,82#2418#156#53,82#2631#38#266
ولم يؤخووا~87#3352#242#286
ولم يؤدبها~83#2810#128#39
ولم يؤذ~87#3192#4#126
ولم يؤذن~85#2984#68#130
ولم يؤلمه~82#2493#247#128
ولم يؤمن~82#2265#129#352,87#3374#314#308,30#350#20#10
ولم يؤنسه~82#2189#244#276
ولم يؤيس~41#1057#127#146
ولم يا~87#3352#362#286,87#3757#72#244
ولم يات~2#55#67#53
ولم ياته~46#1499#39#71
ولم يبال~87#3163#160#97,87#3984#152#471
ولم يباين~82#2347#91#434
ولم يبتدع~87#3736#312#223
